SVID,PRN,Azimuth,Elevation
166,B26,191.35,29.69
174,B34,277.32,23.03
175,B35,54.33,39.95
162,B22,122.51,26.92
164,B24,257.17,48.2
152,B12,297.16,48.28
161,B21,169.71,6.62
179,B39,322.83,2.13
151,B11,265.15,4.14
230,X230,43.76,8.0
12,G12,172.61,73.97
18,G18,239.07,11.02
28,G28,302.29,11.11
11,G11,39.23,44.77
29,G29,305.63,35.19
5,G05,149.1,51.37
20,G20,93.91,60.6
25,G25,291.49,66.19
24,G24,197.65,5.17
6,G06,49.13,6.74
94,E24,196.02,78.92
95,E25,314.65,39.78
81,E11,255.08,56.17
101,E31,148.88,29.39
84,E14,306.84,48.52
82,E12,25.44,60.11
80,E10,319.76,75.49
103,E33,47.6,9.05
106,E36,236.69,9.33
48,R11,297.72,53.32
57,R20,26.43,37.52
59,R22,259.51,11.31
42,R05,83.82,20.07
47,R10,197.74,46.81
58,R21,303.87,47.37
49,R12,334.55,4.95
46,R09,172.21,9.35
41,R04,36.07,9.19
43,R06,144.33,7.27
226,X226,336.11,62.32
159,B19,65.71,20.76
165,B25,312.66,18.48
166,B26,191.35,29.69
174,B34,277.32,23.03
175,B35,54.33,39.95
162,B22,122.51,26.92
164,B24,257.17,48.2
152,B12,297.16,48.28
161,B21,169.71,6.62
179,B39,322.83,2.13
151,B11,265.15,4.14
230,X230,43.76,8.0
12,G12,172.6,73.94
18,G18,239.08,11.03
28,G28,302.27,11.11
11,G11,39.24,44.75
29,G29,305.65,35.21
5,G05,149.08,51.39
20,G20,93.86,60.6
25,G25,291.44,66.21
24,G24,197.64,5.16
6,G06,49.14,6.73
94,E24,195.98,78.9
95,E25,314.64,39.79
81,E11,255.12,56.18
101,E31,148.89,29.37
84,E14,306.86,48.54
82,E12,25.45,60.09
80,E10,319.83,75.48
103,E33,47.6,9.04
106,E36,236.71,9.34
48,R11,297.67,53.33
57,R20,26.45,37.51
59,R22,259.53,11.32
42,R05,83.79,20.08
47,R10,197.73,46.78
58,R21,303.92,47.38
49,R12,334.55,4.97
46,R09,172.21,9.32
41,R04,36.05,9.18
43,R06,144.31,7.29
226,X226,336.15,62.32
159,B19,65.69,20.76
165,B25,312.65,18.49
166,B26,191.35,29.67
174,B34,277.34,23.05
175,B35,54.35,39.94
162,B22,122.49,26.93
164,B24,257.14,48.19
152,B12,297.19,48.29
161,B21,169.7,6.64
179,B39,322.82,2.13
151,B11,265.16,4.15
230,X230,43.74,8.0
12,G12,172.6,73.94
18,G18,239.08,11.03
28,G28,302.27,11.11
11,G11,39.24,44.75
29,G29,305.65,35.21
5,G05,149.08,51.39
20,G20,93.86,60.6
25,G25,291.44,66.21
24,G24,197.64,5.16
6,G06,49.14,6.73
94,E24,195.98,78.9
95,E25,314.64,39.79
81,E11,255.12,56.18
101,E31,148.89,29.37
84,E14,306.86,48.54
82,E12,25.45,60.09
80,E10,319.83,75.48
103,E33,47.6,9.04
106,E36,236.71,9.34
48,R11,297.67,53.33
57,R20,26.45,37.51
59,R22,259.53,11.32
42,R05,83.79,20.08
47,R10,197.73,46.78
58,R21,303.92,47.38
49,R12,334.55,4.97
46,R09,172.21,9.32
41,R04,36.05,9.18
43,R06,144.31,7.29
226,X226,336.15,62.32
159,B19,65.69,20.76
165,B25,312.65,18.49
166,B26,191.35,29.67
174,B34,277.34,23.05
175,B35,54.35,39.94
162,B22,122.49,26.93
164,B24,257.14,48.19
152,B12,297.19,48.29
161,B21,169.7,6.64
179,B39,322.82,2.13
151,B11,265.16,4.15
230,X230,43.74,8.0
12,G12,172.6,73.94
18,G18,239.08,11.03
28,G28,302.27,11.11
11,G11,39.24,44.75
29,G29,305.65,35.21
5,G05,149.08,51.39
20,G20,93.86,60.6
25,G25,291.44,66.21
24,G24,197.64,5.16
6,G06,49.14,6.73
94,E24,195.98,78.9
95,E25,314.64,39.79
81,E11,255.12,56.18
101,E31,148.89,29.37
84,E14,306.86,48.54
82,E12,25.45,60.09
80,E10,319.83,75.48
103,E33,47.6,9.04
106,E36,236.71,9.34
48,R11,297.67,53.33
57,R20,26.45,37.51
59,R22,259.53,11.32
42,R05,83.79,20.08
47,R10,197.73,46.78
58,R21,303.92,47.38
49,R12,334.55,4.97
46,R09,172.21,9.32
41,R04,36.05,9.18
43,R06,144.31,7.29
226,X226,336.15,62.32
159,B19,65.69,20.76
165,B25,312.65,18.49
166,B26,191.35,29.67
174,B34,277.34,23.05
175,B35,54.35,39.94
162,B22,122.49,26.93
164,B24,257.14,48.19
152,B12,297.19,48.29
161,B21,169.7,6.64
179,B39,322.82,2.13
151,B11,265.16,4.15
230,X230,43.74,8.0
12,G12,172.59,73.92
18,G18,239.1,11.05
28,G28,302.25,11.11
11,G11,39.25,44.73
29,G29,305.67,35.22
5,G05,149.06,51.42
20,G20,93.81,60.6
25,G25,291.39,66.22
24,G24,197.62,5.14
6,G06,49.15,6.71
94,E24,195.94,78.88
95,E25,314.63,39.81
81,E11,255.15,56.19
101,E31,148.9,29.36
84,E14,306.88,48.56
82,E12,25.46,60.07
80,E10,319.91,75.48
103,E33,47.61,9.02
106,E36,236.72,9.35
48,R11,297.63,53.34
57,R20,26.48,37.49
59,R22,259.55,11.34
42,R05,83.76,20.09
47,R10,197.72,46.75
58,R21,303.96,47.38
49,R12,334.54,4.99
46,R09,172.21,9.3
41,R04,36.02,9.18
43,R06,144.3,7.3
226,X226,336.2,62.33
159,B19,65.67,20.76
165,B25,312.63,18.5
166,B26,191.34,29.65
174,B34,277.36,23.06
175,B35,54.37,39.93
162,B22,122.47,26.95
164,B24,257.11,48.18
152,B12,297.22,48.3
161,B21,169.69,6.65
179,B39,322.81,2.13
151,B11,265.18,4.16
230,X230,43.73,7.99
12,G12,172.59,73.92
18,G18,239.1,11.05
28,G28,302.25,11.11
11,G11,39.25,44.73
29,G29,305.67,35.22
5,G05,149.06,51.42
20,G20,93.81,60.6
25,G25,291.39,66.22
24,G24,197.62,5.14
6,G06,49.15,6.71
94,E24,195.94,78.88
95,E25,314.63,39.81
81,E11,255.15,56.19
101,E31,148.9,29.36
84,E14,306.88,48.56
82,E12,25.46,60.07
80,E10,319.91,75.48
103,E33,47.61,9.02
106,E36,236.72,9.35
48,R11,297.63,53.34
57,R20,26.48,37.49
59,R22,259.55,11.34
42,R05,83.76,20.09
47,R10,197.72,46.75
58,R21,303.96,47.38
49,R12,334.54,4.99
46,R09,172.21,9.3
41,R04,36.02,9.18
43,R06,144.3,7.3
226,X226,336.2,62.33
159,B19,65.67,20.76
165,B25,312.63,18.5
166,B26,191.34,29.65
174,B34,277.36,23.06
175,B35,54.37,39.93
162,B22,122.47,26.95
164,B24,257.11,48.18
152,B12,297.22,48.3
161,B21,169.69,6.65
179,B39,322.81,2.13
151,B11,265.18,4.16
230,X230,43.73,7.99
12,G12,172.59,73.92
18,G18,239.1,11.05
28,G28,302.25,11.11
11,G11,39.25,44.73
29,G29,305.67,35.22
5,G05,149.06,51.42
20,G20,93.81,60.6
25,G25,291.39,66.22
24,G24,197.62,5.14
6,G06,49.15,6.71
94,E24,195.94,78.88
95,E25,314.63,39.81
81,E11,255.15,56.19
101,E31,148.9,29.36
84,E14,306.88,48.56
82,E12,25.46,60.07
80,E10,319.91,75.48
103,E33,47.61,9.02
106,E36,236.72,9.35
48,R11,297.63,53.34
57,R20,26.48,37.49
59,R22,259.55,11.34
42,R05,83.76,20.09
47,R10,197.72,46.75
58,R21,303.96,47.38
49,R12,334.54,4.99
46,R09,172.21,9.3
41,R04,36.02,9.18
43,R06,144.3,7.3
226,X226,336.2,62.33
159,B19,65.67,20.76
165,B25,312.63,18.5
166,B26,191.34,29.65
174,B34,277.36,23.06
175,B35,54.37,39.93
162,B22,122.47,26.95
164,B24,257.11,48.18
152,B12,297.22,48.3
161,B21,169.69,6.65
179,B39,322.81,2.13
151,B11,265.18,4.16
230,X230,43.73,7.99
12,G12,172.59,73.89
18,G18,239.11,11.07
28,G28,302.22,11.11
11,G11,39.26,44.7
29,G29,305.69,35.24
5,G05,149.04,51.44
20,G20,93.76,60.6
25,G25,291.34,66.23
24,G24,197.61,5.13
6,G06,49.16,6.69
94,E24,195.9,78.86
95,E25,314.63,39.82
81,E11,255.18,56.2
101,E31,148.91,29.34
84,E14,306.9,48.57
82,E12,25.47,60.06
80,E10,319.98,75.47
103,E33,47.62,9.01
106,E36,236.74,9.37
48,R11,297.59,53.35
57,R20,26.5,37.47
59,R22,259.57,11.35
42,R05,83.74,20.1
47,R10,197.71,46.73
58,R21,304.0,47.39
49,R12,334.53,5.01
46,R09,172.21,9.27
41,R04,36.0,9.17
43,R06,144.28,7.32
226,X226,336.24,62.33
159,B19,65.65,20.76
165,B25,312.62,18.51
166,B26,191.33,29.63
174,B34,277.38,23.07
175,B35,54.39,39.91
162,B22,122.46,26.96
164,B24,257.08,48.18
152,B12,297.24,48.31
161,B21,169.68,6.67
179,B39,322.81,2.13
151,B11,265.2,4.18
230,X230,43.71,7.98
12,G12,172.59,73.89
18,G18,239.11,11.07
28,G28,302.22,11.11
11,G11,39.26,44.7
29,G29,305.69,35.24
5,G05,149.04,51.44
20,G20,93.76,60.6
25,G25,291.34,66.23
24,G24,197.61,5.13
6,G06,49.16,6.69
94,E24,195.9,78.86
95,E25,314.63,39.82
81,E11,255.18,56.2
101,E31,148.91,29.34
84,E14,306.9,48.57
82,E12,25.47,60.06
80,E10,319.98,75.47
103,E33,47.62,9.01
106,E36,236.74,9.37
48,R11,297.59,53.35
57,R20,26.5,37.47
59,R22,259.57,11.35
42,R05,83.74,20.1
47,R10,197.71,46.73
58,R21,304.0,47.39
49,R12,334.53,5.01
46,R09,172.21,9.27
41,R04,36.0,9.17
43,R06,144.28,7.32
226,X226,336.24,62.33
159,B19,65.65,20.76
165,B25,312.62,18.51
166,B26,191.33,29.63
174,B34,277.38,23.07
175,B35,54.39,39.91
162,B22,122.46,26.96
164,B24,257.08,48.18
152,B12,297.24,48.31
161,B21,169.68,6.67
179,B39,322.81,2.13
151,B11,265.2,4.18
230,X230,43.71,7.98
12,G12,172.59,73.89
18,G18,239.11,11.07
28,G28,302.22,11.11
11,G11,39.26,44.7
29,G29,305.69,35.24
5,G05,149.04,51.44
20,G20,93.76,60.6
25,G25,291.34,66.23
24,G24,197.61,5.13
6,G06,49.16,6.69
94,E24,195.9,78.86
95,E25,314.63,39.82
81,E11,255.18,56.2
101,E31,148.91,29.34
84,E14,306.9,48.57
82,E12,25.47,60.06
80,E10,319.98,75.47
103,E33,47.62,9.01
106,E36,236.74,9.37
48,R11,297.59,53.35
57,R20,26.5,37.47
59,R22,259.57,11.35
42,R05,83.74,20.1
47,R10,197.71,46.73
58,R21,304.0,47.39
49,R12,334.53,5.01
46,R09,172.21,9.27
41,R04,36.0,9.17
43,R06,144.28,7.32
226,X226,336.24,62.33
159,B19,65.65,20.76
165,B25,312.62,18.51
166,B26,191.33,29.63
174,B34,277.38,23.07
175,B35,54.39,39.91
162,B22,122.46,26.96
164,B24,257.08,48.18
152,B12,297.24,48.31
161,B21,169.68,6.67
179,B39,322.81,2.13
151,B11,265.2,4.18
230,X230,43.71,7.98
12,G12,172.58,73.87
18,G18,239.13,11.08
28,G28,302.2,11.12
11,G11,39.27,44.68
29,G29,305.71,35.25
5,G05,149.02,51.46
20,G20,93.71,60.6
25,G25,291.29,66.25
24,G24,197.6,5.12
6,G06,49.17,6.67
94,E24,195.86,78.85
95,E25,314.62,39.84
81,E11,255.21,56.21
101,E31,148.92,29.32
84,E14,306.92,48.59
82,E12,25.48,60.04
80,E10,320.06,75.46
103,E33,47.63,9.0
106,E36,236.75,9.38
48,R11,297.54,53.36
57,R20,26.53,37.46
59,R22,259.6,11.36
42,R05,83.71,20.11
47,R10,197.7,46.7
58,R21,304.04,47.39
49,R12,334.53,5.03
46,R09,172.21,9.25
41,R04,35.98,9.17
43,R06,144.27,7.34
226,X226,336.29,62.33
159,B19,65.62,20.76
165,B25,312.6,18.52
166,B26,191.33,29.61
174,B34,277.4,23.08
175,B35,54.41,39.9
162,B22,122.44,26.98
164,B24,257.05,48.17
152,B12,297.27,48.32
161,B21,169.67,6.68
179,B39,322.8,2.13
151,B11,265.21,4.19
230,X230,43.69,7.98
12,G12,172.58,73.87
18,G18,239.13,11.08
28,G28,302.2,11.12
11,G11,39.27,44.68
29,G29,305.71,35.25
5,G05,149.02,51.46
20,G20,93.71,60.6
25,G25,291.29,66.25
24,G24,197.6,5.12
6,G06,49.17,6.67
94,E24,195.86,78.85
95,E25,314.62,39.84
81,E11,255.21,56.21
101,E31,148.92,29.32
84,E14,306.92,48.59
82,E12,25.48,60.04
80,E10,320.06,75.46
103,E33,47.63,9.0
106,E36,236.75,9.38
48,R11,297.54,53.36
57,R20,26.53,37.46
59,R22,259.6,11.36
42,R05,83.71,20.11
47,R10,197.7,46.7
58,R21,304.04,47.39
49,R12,334.53,5.03
46,R09,172.21,9.25
41,R04,35.98,9.17
43,R06,144.27,7.34
226,X226,336.29,62.33
159,B19,65.62,20.76
165,B25,312.6,18.52
166,B26,191.33,29.61
174,B34,277.4,23.08
175,B35,54.41,39.9
162,B22,122.44,26.98
164,B24,257.05,48.17
152,B12,297.27,48.32
161,B21,169.67,6.68
179,B39,322.8,2.13
151,B11,265.21,4.19
230,X230,43.69,7.98
12,G12,172.58,73.87
18,G18,239.13,11.08
28,G28,302.2,11.12
11,G11,39.27,44.68
29,G29,305.71,35.25
5,G05,149.02,51.46
20,G20,93.71,60.6
25,G25,291.29,66.25
24,G24,197.6,5.12
6,G06,49.17,6.67
94,E24,195.86,78.85
95,E25,314.62,39.84
81,E11,255.21,56.21
101,E31,148.92,29.32
84,E14,306.92,48.59
82,E12,25.48,60.04
80,E10,320.06,75.46
103,E33,47.63,9.0
106,E36,236.75,9.38
48,R11,297.54,53.36
57,R20,26.53,37.46
59,R22,259.6,11.36
42,R05,83.71,20.11
47,R10,197.7,46.7
58,R21,304.04,47.39
49,R12,334.53,5.03
46,R09,172.21,9.25
41,R04,35.98,9.17
43,R06,144.27,7.34
226,X226,336.29,62.33
159,B19,65.62,20.76
165,B25,312.6,18.52
166,B26,191.33,29.61
174,B34,277.4,23.08
175,B35,54.41,39.9
162,B22,122.44,26.98
164,B24,257.05,48.17
152,B12,297.27,48.32
161,B21,169.67,6.68
179,B39,322.8,2.13
151,B11,265.21,4.19
230,X230,43.69,7.98
12,G12,172.57,73.84
18,G18,239.14,11.1
28,G28,302.18,11.12
11,G11,39.27,44.66
29,G29,305.73,35.27
5,G05,149.0,51.48
20,G20,93.66,60.6
25,G25,291.24,66.26
24,G24,197.58,5.1
6,G06,49.18,6.66
94,E24,195.82,78.83
95,E25,314.61,39.85
81,E11,255.25,56.22
101,E31,148.93,29.3
84,E14,306.94,48.6
82,E12,25.5,60.02
80,E10,320.13,75.45
103,E33,47.64,8.98
106,E36,236.76,9.39
48,R11,297.5,53.37
57,R20,26.55,37.44
59,R22,259.62,11.38
42,R05,83.69,20.12
47,R10,197.69,46.67
58,R21,304.08,47.39
49,R12,334.52,5.05
46,R09,172.21,9.23
41,R04,35.95,9.16
43,R06,144.25,7.36
226,X226,336.33,62.33
159,B19,65.6,20.76
165,B25,312.59,18.53
166,B26,191.32,29.59
174,B34,277.41,23.09
175,B35,54.43,39.89
162,B22,122.42,26.99
164,B24,257.02,48.16
152,B12,297.3,48.32
161,B21,169.66,6.7
179,B39,322.79,2.13
151,B11,265.23,4.2
230,X230,43.68,7.97
12,G12,172.57,73.84
18,G18,239.14,11.1
28,G28,302.18,11.12
11,G11,39.27,44.66
29,G29,305.73,35.27
5,G05,149.0,51.48
20,G20,93.66,60.6
25,G25,291.24,66.26
24,G24,197.58,5.1
6,G06,49.18,6.66
94,E24,195.82,78.83
95,E25,314.61,39.85
81,E11,255.25,56.22
101,E31,148.93,29.3
84,E14,306.94,48.6
82,E12,25.5,60.02
80,E10,320.13,75.45
103,E33,47.64,8.98
106,E36,236.76,9.39
48,R11,297.5,53.37
57,R20,26.55,37.44
59,R22,259.62,11.38
42,R05,83.69,20.12
47,R10,197.69,46.67
58,R21,304.08,47.39
49,R12,334.52,5.05
46,R09,172.21,9.23
41,R04,35.95,9.16
43,R06,144.25,7.36
226,X226,336.33,62.33
159,B19,65.6,20.76
165,B25,312.59,18.53
166,B26,191.32,29.59
174,B34,277.41,23.09
175,B35,54.43,39.89
162,B22,122.42,26.99
164,B24,257.02,48.16
152,B12,297.3,48.32
161,B21,169.66,6.7
179,B39,322.79,2.13
151,B11,265.23,4.2
230,X230,43.68,7.97
12,G12,172.57,73.84
18,G18,239.14,11.1
28,G28,302.18,11.12
11,G11,39.27,44.66
29,G29,305.73,35.27
5,G05,149.0,51.48
20,G20,93.66,60.6
25,G25,291.24,66.26
24,G24,197.58,5.1
6,G06,49.18,6.66
94,E24,195.82,78.83
95,E25,314.61,39.85
81,E11,255.25,56.22
101,E31,148.93,29.3
84,E14,306.94,48.6
82,E12,25.5,60.02
80,E10,320.13,75.45
103,E33,47.64,8.98
106,E36,236.76,9.39
48,R11,297.5,53.37
57,R20,26.55,37.44
59,R22,259.62,11.38
42,R05,83.69,20.12
47,R10,197.69,46.67
58,R21,304.08,47.39
49,R12,334.52,5.05
46,R09,172.21,9.23
41,R04,35.95,9.16
43,R06,144.25,7.36
226,X226,336.33,62.33
159,B19,65.6,20.76
165,B25,312.59,18.53
166,B26,191.32,29.59
174,B34,277.41,23.09
175,B35,54.43,39.89
162,B22,122.42,26.99
164,B24,257.02,48.16
152,B12,297.3,48.32
161,B21,169.66,6.7
179,B39,322.79,2.13
151,B11,265.23,4.2
230,X230,43.68,7.97
12,G12,172.57,73.81
18,G18,239.16,11.11
28,G28,302.16,11.12
11,G11,39.28,44.64
29,G29,305.75,35.28
5,G05,148.98,51.51
20,G20,93.61,60.6
25,G25,291.19,66.28
24,G24,197.57,5.09
6,G06,49.2,6.64
94,E24,195.78,78.81
95,E25,314.6,39.87
81,E11,255.28,56.23
101,E31,148.94,29.29
84,E14,306.97,48.62
82,E12,25.51,60.0
80,E10,320.21,75.45
103,E33,47.65,8.97
106,E36,236.78,9.4
48,R11,297.45,53.38
57,R20,26.58,37.42
59,R22,259.64,11.39
42,R05,83.66,20.13
47,R10,197.68,46.64
58,R21,304.12,47.4
49,R12,334.51,5.07
46,R09,172.21,9.2
41,R04,35.93,9.16
43,R06,144.24,7.38
226,X226,336.37,62.33
159,B19,65.58,20.76
165,B25,312.57,18.54
166,B26,191.31,29.57
174,B34,277.43,23.1
175,B35,54.45,39.88
162,B22,122.4,27.01
164,B24,256.99,48.15
152,B12,297.33,48.33
161,B21,169.65,6.71
179,B39,322.79,2.12
151,B11,265.25,4.21
230,X230,43.66,7.97
12,G12,172.57,73.81
18,G18,239.16,11.11
28,G28,302.16,11.12
11,G11,39.28,44.64
29,G29,305.75,35.28
5,G05,148.98,51.51
20,G20,93.61,60.6
25,G25,291.19,66.28
24,G24,197.57,5.09
6,G06,49.2,6.64
94,E24,195.78,78.81
95,E25,314.6,39.87
81,E11,255.28,56.23
101,E31,148.94,29.29
84,E14,306.97,48.62
82,E12,25.51,60.0
80,E10,320.21,75.45
103,E33,47.65,8.97
106,E36,236.78,9.4
48,R11,297.45,53.38
57,R20,26.58,37.42
59,R22,259.64,11.39
42,R05,83.66,20.13
47,R10,197.68,46.64
58,R21,304.12,47.4
49,R12,334.51,5.07
46,R09,172.21,9.2
41,R04,35.93,9.16
43,R06,144.24,7.38
226,X226,336.37,62.33
159,B19,65.58,20.76
165,B25,312.57,18.54
166,B26,191.31,29.57
174,B34,277.43,23.1
175,B35,54.45,39.88
162,B22,122.4,27.01
164,B24,256.99,48.15
152,B12,297.33,48.33
161,B21,169.65,6.71
179,B39,322.79,2.12
151,B11,265.25,4.21
230,X230,43.66,7.97
12,G12,172.57,73.81
18,G18,239.16,11.11
28,G28,302.16,11.12
11,G11,39.28,44.64
29,G29,305.75,35.28
5,G05,148.98,51.51
20,G20,93.61,60.6
25,G25,291.19,66.28
24,G24,197.57,5.09
6,G06,49.2,6.64
94,E24,195.78,78.81
95,E25,314.6,39.87
81,E11,255.28,56.23
101,E31,148.94,29.29
84,E14,306.97,48.62
82,E12,25.51,60.0
80,E10,320.21,75.45
103,E33,47.65,8.97
106,E36,236.78,9.4
48,R11,297.45,53.38
57,R20,26.58,37.42
59,R22,259.64,11.39
42,R05,83.66,20.13
47,R10,197.68,46.64
58,R21,304.12,47.4
49,R12,334.51,5.07
46,R09,172.21,9.2
41,R04,35.93,9.16
43,R06,144.24,7.38
226,X226,336.37,62.33
159,B19,65.58,20.76
165,B25,312.57,18.54
166,B26,191.31,29.57
174,B34,277.43,23.1
175,B35,54.45,39.88
162,B22,122.4,27.01
164,B24,256.99,48.15
152,B12,297.33,48.33
161,B21,169.65,6.71
179,B39,322.79,2.12
151,B11,265.25,4.21
230,X230,43.66,7.97
12,G12,172.56,73.79
18,G18,239.17,11.13
28,G28,302.14,11.12
11,G11,39.29,44.62
29,G29,305.77,35.3
5,G05,148.95,51.53
20,G20,93.56,60.6
25,G25,291.14,66.29
24,G24,197.56,5.08
6,G06,49.21,6.62
94,E24,195.74,78.79
95,E25,314.59,39.88
81,E11,255.31,56.25
101,E31,148.95,29.27
84,E14,306.99,48.64
82,E12,25.52,59.99
80,E10,320.28,75.44
103,E33,47.66,8.95
106,E36,236.79,9.42
48,R11,297.41,53.39
57,R20,26.6,37.41
59,R22,259.67,11.4
42,R05,83.63,20.15
47,R10,197.67,46.61
58,R21,304.16,47.4
49,R12,334.51,5.09
46,R09,172.21,9.18
41,R04,35.91,9.15
43,R06,144.22,7.4
226,X226,336.42,62.34
159,B19,65.56,20.76
165,B25,312.56,18.55
166,B26,191.31,29.55
174,B34,277.45,23.12
175,B35,54.47,39.86
162,B22,122.39,27.02
164,B24,256.95,48.14
152,B12,297.36,48.34
161,B21,169.64,6.73
179,B39,322.78,2.12
151,B11,265.26,4.22
230,X230,43.64,7.96
12,G12,172.56,73.79
18,G18,239.17,11.13
28,G28,302.14,11.12
11,G11,39.29,44.62
29,G29,305.77,35.3
5,G05,148.95,51.53
20,G20,93.56,60.6
25,G25,291.14,66.29
24,G24,197.56,5.08
6,G06,49.21,6.62
94,E24,195.74,78.79
95,E25,314.59,39.88
81,E11,255.31,56.25
101,E31,148.95,29.27
84,E14,306.99,48.64
82,E12,25.52,59.99
80,E10,320.28,75.44
103,E33,47.66,8.95
106,E36,236.79,9.42
48,R11,297.41,53.39
57,R20,26.6,37.41
59,R22,259.67,11.4
42,R05,83.63,20.15
47,R10,197.67,46.61
58,R21,304.16,47.4
49,R12,334.51,5.09
46,R09,172.21,9.18
41,R04,35.91,9.15
43,R06,144.22,7.4
226,X226,336.42,62.34
159,B19,65.56,20.76
165,B25,312.56,18.55
166,B26,191.31,29.55
174,B34,277.45,23.12
175,B35,54.47,39.86
162,B22,122.39,27.02
164,B24,256.95,48.14
152,B12,297.36,48.34
161,B21,169.64,6.73
179,B39,322.78,2.12
151,B11,265.26,4.22
230,X230,43.64,7.96
12,G12,172.56,73.79
18,G18,239.17,11.13
28,G28,302.14,11.12
11,G11,39.29,44.62
29,G29,305.77,35.3
5,G05,148.95,51.53
20,G20,93.56,60.6
25,G25,291.14,66.29
24,G24,197.56,5.08
6,G06,49.21,6.62
94,E24,195.74,78.79
95,E25,314.59,39.88
81,E11,255.31,56.25
101,E31,148.95,29.27
84,E14,306.99,48.64
82,E12,25.52,59.99
80,E10,320.28,75.44
103,E33,47.66,8.95
106,E36,236.79,9.42
48,R11,297.41,53.39
57,R20,26.6,37.41
59,R22,259.67,11.4
42,R05,83.63,20.15
47,R10,197.67,46.61
58,R21,304.16,47.4
49,R12,334.51,5.09
46,R09,172.21,9.18
41,R04,35.91,9.15
43,R06,144.22,7.4
226,X226,336.42,62.34
159,B19,65.56,20.76
165,B25,312.56,18.55
166,B26,191.31,29.55
174,B34,277.45,23.12
175,B35,54.47,39.86
162,B22,122.39,27.02
164,B24,256.95,48.14
152,B12,297.36,48.34
161,B21,169.64,6.73
179,B39,322.78,2.12
151,B11,265.26,4.22
230,X230,43.64,7.96
12,G12,172.55,73.76
18,G18,239.19,11.15
28,G28,302.12,11.12
11,G11,39.3,44.6
29,G29,305.79,35.31
5,G05,148.93,51.55
20,G20,93.5,60.6
25,G25,291.09,66.31
24,G24,197.54,5.06
6,G06,49.22,6.61
94,E24,195.7,78.77
95,E25,314.59,39.9
81,E11,255.34,56.26
101,E31,148.96,29.25
84,E14,307.01,48.65
82,E12,25.53,59.97
80,E10,320.35,75.43
103,E33,47.67,8.94
106,E36,236.81,9.43
48,R11,297.36,53.4
57,R20,26.63,37.39
59,R22,259.69,11.42
42,R05,83.61,20.16
47,R10,197.67,46.58
58,R21,304.2,47.41
49,R12,334.5,5.11
46,R09,172.21,9.15
41,R04,35.88,9.15
43,R06,144.21,7.42
226,X226,336.46,62.34
159,B19,65.54,20.76
165,B25,312.54,18.56
166,B26,191.3,29.53
174,B34,277.47,23.13
175,B35,54.49,39.85
162,B22,122.37,27.04
164,B24,256.92,48.14
152,B12,297.39,48.35
161,B21,169.63,6.75
179,B39,322.77,2.12
151,B11,265.28,4.23
230,X230,43.63,7.95
12,G12,172.55,73.76
18,G18,239.19,11.15
28,G28,302.12,11.12
11,G11,39.3,44.6
29,G29,305.79,35.31
5,G05,148.93,51.55
20,G20,93.5,60.6
25,G25,291.09,66.31
24,G24,197.54,5.06
6,G06,49.22,6.61
94,E24,195.7,78.77
95,E25,314.59,39.9
81,E11,255.34,56.26
101,E31,148.96,29.25
84,E14,307.01,48.65
82,E12,25.53,59.97
80,E10,320.35,75.43
103,E33,47.67,8.94
106,E36,236.81,9.43
48,R11,297.36,53.4
57,R20,26.63,37.39
59,R22,259.69,11.42
42,R05,83.61,20.16
47,R10,197.67,46.58
58,R21,304.2,47.41
49,R12,334.5,5.11
46,R09,172.21,9.15
41,R04,35.88,9.15
43,R06,144.21,7.42
226,X226,336.46,62.34
159,B19,65.54,20.76
165,B25,312.54,18.56
166,B26,191.3,29.53
174,B34,277.47,23.13
175,B35,54.49,39.85
162,B22,122.37,27.04
164,B24,256.92,48.14
152,B12,297.39,48.35
161,B21,169.63,6.75
179,B39,322.77,2.12
151,B11,265.28,4.23
230,X230,43.63,7.95
12,G12,172.55,73.76
18,G18,239.19,11.15
28,G28,302.12,11.12
11,G11,39.3,44.6
29,G29,305.79,35.31
5,G05,148.93,51.55
20,G20,93.5,60.6
25,G25,291.09,66.31
24,G24,197.54,5.06
6,G06,49.22,6.61
94,E24,195.7,78.77
95,E25,314.59,39.9
81,E11,255.34,56.26
101,E31,148.96,29.25
84,E14,307.01,48.65
82,E12,25.53,59.97
80,E10,320.35,75.43
103,E33,47.67,8.94
106,E36,236.81,9.43
48,R11,297.36,53.4
57,R20,26.63,37.39
59,R22,259.69,11.42
42,R05,83.61,20.16
47,R10,197.67,46.58
58,R21,304.2,47.41
49,R12,334.5,5.11
46,R09,172.21,9.15
41,R04,35.88,9.15
43,R06,144.21,7.42
226,X226,336.46,62.34
159,B19,65.54,20.76
165,B25,312.54,18.56
166,B26,191.3,29.53
174,B34,277.47,23.13
175,B35,54.49,39.85
162,B22,122.37,27.04
164,B24,256.92,48.14
152,B12,297.39,48.35
161,B21,169.63,6.75
179,B39,322.77,2.12
151,B11,265.28,4.23
230,X230,43.63,7.95
12,G12,172.55,73.73
18,G18,239.2,11.16
28,G28,302.1,11.12
11,G11,39.31,44.58
29,G29,305.81,35.33
5,G05,148.91,51.57
20,G20,93.45,60.6
25,G25,291.04,66.32
24,G24,197.53,5.05
6,G06,49.23,6.59
94,E24,195.66,78.75
95,E25,314.58,39.92
81,E11,255.38,56.27
101,E31,148.97,29.23
84,E14,307.03,48.67
